#license: "https://creativecommons.org/publicdomain/zero/1.0/"
#mapping_tool: "https://github.com/cmungall/rdf_matcher"
#mapping_date: "2020-10-02"
#curie_map:
#  BFO: "http://purl.obolibrary.org/obo/BFO_"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  IAO: "http://purl.obolibrary.org/obo/IAO_"
#  PW: "http://purl.obolibrary.org/obo/PW_"
#  RO: "http://purl.obolibrary.org/obo/RO_"
#  dc: "http://purl.org/dc/elements/1.1/"
#  oio: "http://www.geneontology.org/formats/oboInOwl#"
#  owl: "http://www.w3.org/2002/07/owl#"
subject_id	subject_label	predicate_id	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	match_category	comment
PW:0002615	glyoxalase metabolic pathway	owl:equivalentClass	GO:0051596	methylglyoxal catabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	methylglyoxal catabol	unique	.
PW:0002615	glyoxalase metabolic pathway	owl:equivalentClass	GO:0051596	methylglyoxal catabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	rdfs:label	bl:MetabolicPathway	biological_process	methylglyoxal catabol	unique	.
PW:0002396	exocytosis pathway	owl:equivalentClass	GO:0006887	exocytosis	Lexical|Stemming	PW	GO	rdf_matcher	0.6666666666666666	rdfs:label	rdfs:label	bl:RegulatoryPathway	biological_process	exocytosi	unique	.
PW:0000937	chemokine (C-C motif) ligand 2 signaling pathway	owl:equivalentClass	GO:0038148	chemokine (C-C motif) ligand 2 signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.8497788951776651	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	chemokine (c-c motif) ligand 2 sign	unique	.
PW:0000937	chemokine (C-C motif) ligand 2 signaling pathway	owl:equivalentClass	GO:0038148	chemokine (C-C motif) ligand 2 signaling pathway	Lexical	PW	GO	rdf_matcher	0.9078269255324447	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	chemokine (c-c motif) ligand 2 signaling pathway	unique	.
PW:0000937	chemokine (C-C motif) ligand 2 signaling pathway	owl:equivalentClass	GO:0038148	chemokine (C-C motif) ligand 2 signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	ccl2 signal	unique	.
PW:0000937	chemokine (C-C motif) ligand 2 signaling pathway	owl:equivalentClass	GO:0038148	chemokine (C-C motif) ligand 2 signaling pathway	Lexical	PW	GO	rdf_matcher	0.6818879998182596	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	ccl2 signaling pathway	unique	.
PW:0000313	c-Jun N-terminal kinases MAPK signaling pathway	owl:equivalentClass	GO:0031098	stress-activated protein kinase signaling cascade	Lexical|Stemming	PW	GO	rdf_matcher	0.09813940601367187	oio:hasRelatedSynonym	oio:hasNarrowSynonym	bl:SignalingPathway	biological_process	jnk signal	many_to_one	.
PW:0000313	c-Jun N-terminal kinases MAPK signaling pathway	owl:equivalentClass	GO:0031098	stress-activated protein kinase signaling cascade	Lexical|Stemming	PW	GO	rdf_matcher	0.09813940601367187	oio:hasRelatedSynonym	oio:hasNarrowSynonym	bl:SignalingPathway	biological_process	jnk signal	many_to_one	.
PW:0000313	c-Jun N-terminal kinases MAPK signaling pathway	owl:equivalentClass	GO:0031098	stress-activated protein kinase signaling cascade	Lexical	PW	GO	rdf_matcher	0.15928559409228404	oio:hasRelatedSynonym	oio:hasNarrowSynonym	bl:SignalingPathway	biological_process	jnk signaling pathway	many_to_one	.
PW:0000396	spermidine metabolic pathway	owl:equivalentClass	GO:0008216	spermidine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	spermidine metabol	unique	.
PW:0000396	spermidine metabolic pathway	owl:equivalentClass	GO:0008216	spermidine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	spermidine metabol	unique	.
PW:0000397	cobalamin metabolic pathway	owl:equivalentClass	GO:0009235	cobalamin metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	cobalamin metabol	unique	.
PW:0000397	cobalamin metabolic pathway	owl:equivalentClass	GO:0009235	cobalamin metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	cobalamin metabol	unique	.
PW:0000397	cobalamin metabolic pathway	owl:equivalentClass	GO:0009235	cobalamin metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.6024989407343608	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	vitamin b12 metabol	unique	.
PW:0000397	cobalamin metabolic pathway	owl:equivalentClass	GO:0009235	cobalamin metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.6024989407343608	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	vitamin b12 metabol	unique	.
PW:0000100	transcription pathway	owl:equivalentClass	GO:0006351	transcription, DNA-templated	Lexical|Stemming	PW	GO	rdf_matcher	0.2	rdfs:label	oio:hasBroadSynonym	bl:RegulatoryPathway	biological_process	transcript	unique	.
PW:0001015	vitamin E metabolic pathway	owl:equivalentClass	GO:0042360	vitamin E metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	vitamin e metabol	unique	.
PW:0001015	vitamin E metabolic pathway	owl:equivalentClass	GO:0042360	vitamin E metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	vitamin e metabol	unique	.
PW:0001015	vitamin E metabolic pathway	owl:equivalentClass	GO:0042360	vitamin E metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	tocopherol metabol	unique	.
PW:0001015	vitamin E metabolic pathway	owl:equivalentClass	GO:0042360	vitamin E metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	tocopherol metabol	unique	.
PW:0001382	glutamate degradation pathway III	owl:equivalentClass	GO:0006540	glutamate decarboxylation to succinate	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	gaba shunt	unique	.
PW:0000780	C18-steroid hormone biosynthetic pathway	owl:equivalentClass	GO:0006703	estrogen biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	estrogen biosynsi	unique	.
PW:0000780	C18-steroid hormone biosynthetic pathway	owl:equivalentClass	GO:0006703	estrogen biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	estrogen biosynsi	unique	.
PW:0000780	C18-steroid hormone biosynthetic pathway	owl:equivalentClass	GO:0006703	estrogen biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	rdfs:label	bl:MetabolicPathway	biological_process	estrogen biosynsi	unique	.
PW:0000101	translation pathway	owl:equivalentClass	GO:0006412	translation	Lexical|Stemming	PW	GO	rdf_matcher	0.6666666666666666	rdfs:label	rdfs:label	bl:RegulatoryPathway	biological_process	translat	unique	.
PW:0000101	translation pathway	owl:equivalentClass	GO:0006412	translation	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:RegulatoryPathway	biological_process	protein biosynsi	unique	.
PW:0000101	translation pathway	owl:equivalentClass	GO:0006412	translation	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:RegulatoryPathway	biological_process	protein biosynsi	unique	.
PW:0000101	translation pathway	owl:equivalentClass	GO:0006412	translation	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:RegulatoryPathway	biological_process	protein biosynsi	unique	.
PW:0001227	Stem Cell Factor signaling pathway	owl:equivalentClass	GO:0038109	Kit signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	oio:hasExactSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	scf signal	unique	.
PW:0001227	Stem Cell Factor signaling pathway	owl:equivalentClass	GO:0038109	Kit signaling pathway	Lexical	PW	GO	rdf_matcher	0.810860176054461	oio:hasExactSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	scf signaling pathway	unique	.
PW:0001227	Stem Cell Factor signaling pathway	owl:equivalentClass	GO:0038109	Kit signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.788678758928574	rdfs:label	oio:hasExactSynonym	bl:SignalingPathway	biological_process	stem cell factor sign	unique	.
PW:0001227	Stem Cell Factor signaling pathway	owl:equivalentClass	GO:0038109	Kit signaling pathway	Lexical	PW	GO	rdf_matcher	0.8666314426231786	rdfs:label	oio:hasExactSynonym	bl:SignalingPathway	biological_process	stem cell factor signaling pathway	unique	.
PW:0000235	adaptive immune response pathway	owl:equivalentClass	GO:0002250	adaptive immune response	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	rdfs:label	bl:RegulatoryPathway	biological_process	adaptive immune respons	unique	.
PW:0002414	endosomal pathway	owl:equivalentClass	GO:0005768	endosome	Lexical|Stemming	PW	GO	rdf_matcher	0.3333333333333333	rdfs:label	rdfs:label	pathway	cellular_component	endosom	unique	.
PW:0001532	prostaglandin biosynthetic pathway	owl:equivalentClass	GO:0001516	prostaglandin biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	prostaglandin biosynsi	unique	.
PW:0001532	prostaglandin biosynthetic pathway	owl:equivalentClass	GO:0001516	prostaglandin biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	prostaglandin biosynsi	unique	.
PW:0001532	prostaglandin biosynthetic pathway	owl:equivalentClass	GO:0001516	prostaglandin biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	prostaglandin biosynsi	unique	.
PW:0002398	regulated exocytosis pathway	owl:equivalentClass	GO:0045055	regulated exocytosis	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:RegulatoryPathway	biological_process	regulated exocytosi	unique	.
PW:0001016	vitamin K metabolic pathway	owl:equivalentClass	GO:0042373	vitamin K metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	vitamin k metabol	unique	.
PW:0001016	vitamin K metabolic pathway	owl:equivalentClass	GO:0042373	vitamin K metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	vitamin k metabol	unique	.
PW:0000398	homocysteine metabolic pathway	owl:equivalentClass	GO:0050667	homocysteine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	homocysteine metabol	unique	.
PW:0000398	homocysteine metabolic pathway	owl:equivalentClass	GO:0050667	homocysteine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	homocysteine metabol	unique	.
PW:0000398	homocysteine metabolic pathway	owl:equivalentClass	GO:0050667	homocysteine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	hcy metabol	unique	.
PW:0000398	homocysteine metabolic pathway	owl:equivalentClass	GO:0050667	homocysteine metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	hcy metabol	unique	.
PW:0000398	homocysteine metabolic pathway	owl:equivalentClass	GO:0050667	homocysteine metabolic process	Lexical	PW	GO	rdf_matcher	0.6351831056874558	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	hcy metabolism	unique	.
PW:0000009	apoptotic cell death pathway	owl:equivalentClass	GO:0006915	apoptotic process	Lexical|Stemming	PW	GO	rdf_matcher	0.6818879998182596	rdfs:label	oio:hasExactSynonym	bl:RegulatoryPathway	biological_process	apoptotic cell death	one_to_many	.
PW:0000009	apoptotic cell death pathway	owl:equivalentClass	GO:0012501	programmed cell death	Lexical|Stemming	PW	GO	rdf_matcher	0.43112592776921604	oio:hasRelatedSynonym	rdfs:label	bl:RegulatoryPathway	biological_process	programmed cell death	many_to_many	.
PW:0000169	nerve growth factor signaling pathway	owl:equivalentClass	GO:0038180	nerve growth factor signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.788678758928574	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	nerve growth factor sign	unique	.
PW:0000169	nerve growth factor signaling pathway	owl:equivalentClass	GO:0038180	nerve growth factor signaling pathway	Lexical	PW	GO	rdf_matcher	0.8666314426231786	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	nerve growth factor signaling pathway	unique	.
PW:0000169	nerve growth factor signaling pathway	owl:equivalentClass	GO:0038180	nerve growth factor signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.5517995186601091	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	ngf signal	unique	.
PW:0000169	nerve growth factor signaling pathway	owl:equivalentClass	GO:0038180	nerve growth factor signaling pathway	Lexical	PW	GO	rdf_matcher	0.6818879998182596	oio:hasRelatedSynonym	oio:hasExactSynonym	bl:SignalingPathway	biological_process	ngf signaling pathway	unique	.
PW:0001557	programmed cell death pathway	owl:equivalentClass	GO:0012501	programmed cell death	Lexical|Stemming	PW	GO	rdf_matcher	0.6818879998182596	rdfs:label	rdfs:label	bl:RegulatoryPathway	biological_process	programmed cell death	many_to_one	.
PW:0000778	testosterone biosynthetic pathway	owl:equivalentClass	GO:0061370	testosterone biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	testosterone biosynsi	unique	.
PW:0000012	nucleotide metabolic pathway	owl:equivalentClass	GO:0009117	nucleotide metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	nucleotide metabol	unique	.
PW:0000012	nucleotide metabolic pathway	owl:equivalentClass	GO:0009117	nucleotide metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	nucleotide metabol	unique	.
PW:0001229	xenobiotic metabolic pathway	owl:equivalentClass	GO:0006805	xenobiotic metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	xenobiotic metabol	unique	.
PW:0001229	xenobiotic metabolic pathway	owl:equivalentClass	GO:0006805	xenobiotic metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	xenobiotic metabol	unique	.
PW:0001312	Nodal signaling pathway	owl:equivalentClass	GO:0038092	nodal signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:SignalingPathway	biological_process	nodal sign	unique	.
PW:0001312	Nodal signaling pathway	owl:equivalentClass	GO:0038092	nodal signaling pathway	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	nodal sign	unique	.
PW:0001312	Nodal signaling pathway	owl:equivalentClass	GO:0038092	nodal signaling pathway	Lexical	PW	GO	rdf_matcher	0.810860176054461	rdfs:label	rdfs:label	bl:SignalingPathway	biological_process	nodal signaling pathway	unique	.
PW:0001303	steroid metabolic pathway	owl:equivalentClass	GO:0008202	steroid metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	steroid metabol	unique	.
PW:0001303	steroid metabolic pathway	owl:equivalentClass	GO:0008202	steroid metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	steroid metabol	unique	.
PW:0001390	starch biosynthetic pathway	owl:equivalentClass	GO:0019252	starch biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	starch biosynsi	unique	.
PW:0001390	starch biosynthetic pathway	owl:equivalentClass	GO:0019252	starch biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	starch biosynsi	unique	.
PW:0001390	starch biosynthetic pathway	owl:equivalentClass	GO:0019252	starch biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	starch biosynsi	unique	.
PW:0000010	lipid metabolic pathway	owl:equivalentClass	GO:0006629	lipid metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	lipid metabol	unique	.
PW:0000010	lipid metabolic pathway	owl:equivalentClass	GO:0006629	lipid metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	lipid metabol	unique	.
PW:0000482	lipoprotein metabolic pathway	owl:equivalentClass	GO:0042157	lipoprotein metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	lipoprotein metabol	unique	.
PW:0000482	lipoprotein metabolic pathway	owl:equivalentClass	GO:0042157	lipoprotein metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	lipoprotein metabol	unique	.
PW:0001315	ascaroside metabolic pathway	owl:equivalentClass	GO:1904069	ascaroside metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	ascaroside metabol	unique	.
PW:0001315	ascaroside metabolic pathway	owl:equivalentClass	GO:1904069	ascaroside metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	ascaroside metabol	unique	.
PW:0000011	amino acid metabolic pathway	owl:equivalentClass	GO:0006520	cellular amino acid metabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.7519492530313434	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	amino acid metabol	unique	.
PW:0000552	brassinosteroid biosynthetic pathway	owl:equivalentClass	GO:0016132	brassinosteroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	brassinosteroid biosynsi	unique	.
PW:0000552	brassinosteroid biosynthetic pathway	owl:equivalentClass	GO:0016132	brassinosteroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	brassinosteroid biosynsi	unique	.
PW:0000552	brassinosteroid biosynthetic pathway	owl:equivalentClass	GO:0016132	brassinosteroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	brassinosteroid biosynsi	unique	.
PW:0000108	caprolactam degradation pathway	owl:equivalentClass	GO:0019384	caprolactam catabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	caprolactam catabol	unique	.
PW:0000108	caprolactam degradation pathway	owl:equivalentClass	GO:0019384	caprolactam catabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	caprolactam catabol	unique	.
PW:0000108	caprolactam degradation pathway	owl:equivalentClass	GO:0019384	caprolactam catabolic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	caprolactam catabol	unique	.
PW:0000481	fibrinolysis pathway	owl:equivalentClass	GO:0042730	fibrinolysis	Lexical|Stemming	PW	GO	rdf_matcher	0.6666666666666666	rdfs:label	rdfs:label	pathway	biological_process	fibrinolysi	unique	.
PW:0001152	steroid biosynthetic pathway	owl:equivalentClass	GO:0006694	steroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	steroid biosynsi	unique	.
PW:0001152	steroid biosynthetic pathway	owl:equivalentClass	GO:0006694	steroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	oio:hasExactSynonym	bl:MetabolicPathway	biological_process	steroid biosynsi	unique	.
PW:0001152	steroid biosynthetic pathway	owl:equivalentClass	GO:0006694	steroid biosynthetic process	Lexical|Stemming	PW	GO	rdf_matcher	0.71117372060607	rdfs:label	rdfs:label	bl:MetabolicPathway	biological_process	steroid biosynsi	unique	.
PW:0000003	signaling pathway	owl:equivalentClass	GO:0007165	signal transduction	Lexical|Stemming	PW	GO	rdf_matcher	0.4142135623730951	rdfs:label	oio:hasRelatedSynonym	bl:SignalingPathway	biological_process	signal	one_to_many	.
PW:0000003	signaling pathway	owl:equivalentClass	GO:0007165	signal transduction	Lexical|Stemming	PW	GO	rdf_matcher	0.4142135623730951	rdfs:label	oio:hasRelatedSynonym	bl:SignalingPathway	biological_process	signal	one_to_many	.
